serial|name|visibility|birthday|gender|location|status|joined|job|language|blogTraffic|posts|myComments|userComments|photos|friends|following|followers|points|lastOnline
12445|shiorig358|Public|1992-02-27|Not Specified|?|?|2013-10-13|?|?|10|1|0|0|0|1|0|0|119|88 days ago
12446|vaidurya|Public|1985-10-03|Male|Ginowan|Not Interested|2006-11-05|?|?|2888|18|14|19|1|7|0|0|270|2059 days ago
12447|yamachan|Public|1986-01-09|Female|Naha|Not Interested|2006-11-05|?|?|1594|12|10|10|0|4|0|0|180|2056 days ago
12448|yuikoo|Public|1985-05-21|Female|okinawa|Not Interested|2006-10-18|?|?|2096|20|0|2|0|1|0|0|300|2055 days ago
12449|yosuke|Public|1985-12-23|Male|Okinawa|Not Interested|2006-10-18|?|?|1352|11|0|13|0|7|0|0|165|2056 days ago
12450|sydney-seaglass|Public|1971-01-21|Female|?|?|2008-10-18|?|?|221|1|1|2|4|1|0|0|15|1537 days ago
12451|KishinAsura|Public|1992-01-23|Male|?|?|2009-02-02|?|?|566|1|2|3|0|1|0|0|118|1468 days ago
12452|yuiyui|Public|1984-11-04|Female|Naha|Single|2006-10-18|?|?|1936|13|13|10|1|13|0|0|195|2056 days ago
12453|yuki0606|Public|1985-12-20|Female|?|?|2006-10-22|?|?|2163|18|2|10|1|3|0|0|270|2056 days ago
12454|nickelback-girl|Public|1996-09-21|Female|houston|Single|2009-03-28|?|?|121|2|0|1|0|1|0|0|130|1426 days ago
12455|MaggieBeth|Public|?|Female|?|?|2011-03-04|?|?|49|0|4|0|0|1|0|0|109|847 days ago
12456|celliott|Public|1980-04-19|Male|Chico|Not Interested|2007-01-28|?|?|3296|14|12|33|0|8|1|1|210|1923 days ago
12457|jkelly14|Public|1981-09-18|Male|?|?|2008-09-10|?|?|683|11|0|11|1|1|0|0|168|1507 days ago
12458|yukiuehara|Public|1984-04-05|Female|Naha|Single|2006-11-05|?|?|1791|17|16|10|0|1|0|0|255|2053 days ago
12459|amandadoane|Public|1988-03-29|Female|?|?|2008-09-01|?|?|2300|21|0|21|7|6|1|3|330|1403 days ago
12460|laughoutloud|Public|1992-11-03|Female|?|?|2006-07-20|?|?|222|1|3|5|0|2|0|0|15|2212 days ago
12461|yutatatata|Public|1984-05-26|Male|Okinawa|Not Interested|2006-11-05|?|?|2696|19|7|10|0|2|0|0|285|2018 days ago
12462|rhayes|Public|1984-05-23|Male|Chico|In A Relationship|2007-01-26|?|?|3099|20|9|44|13|12|3|2|300|1689 days ago
12463|sgrimm|Public|1983-08-03|Male|Chico|Single|2007-01-30|?|?|1015|10|0|18|1|4|0|1|150|1974 days ago
12464|agleo1|Public|1972-08-01|Male|chico|Not Interested|2006-08-28|?|?|5390|18|31|43|0|13|3|3|271|1309 days ago
12465|bossisin22|Public|1948-09-13|Male|Fort Worth|Not Interested|2006-03-19|?|?|1339|4|3|8|0|1|0|1|60|2155 days ago
12466|guerreirodaluiz|Public|1992-07-17|Male|Leskovac|Single|2010-04-12|?|Serbian/English|22|0|0|0|1|1|0|0|102|1121 days ago
12467|ashluvap|Public|1985-06-03|Female|Chico|In A Relationship|2006-08-24|?|?|2457|14|8|18|0|8|0|0|210|2095 days ago
12468|aharyanto|Public|1983-01-09|Male|Chico|Not Interested|2006-08-29|?|?|5579|19|16|45|1|21|0|4|285|1876 days ago
12469|Wheretoruntolive|Public|?|Not Specified|?|?|2010-04-22|?|?|43|1|1|2|0|1|0|0|117|1115 days ago
12470|cerissa|Public|1978-02-15|Female|Chico|Not Interested|2006-08-26|?|?|3263|15|29|51|0|18|9|3|225|2046 days ago
12471|ashleyholman|Public|1988-05-08|Female|Chico|In A Relationship|2006-08-26|?|?|4436|20|44|69|1|16|0|4|300|2091 days ago
12472|charlesb|Public|1968-09-25|Male|?|?|2009-07-06|?|?|2273|16|1|21|4|1|0|2|380|884 days ago
12473|ccrowe|Public|1985-10-15|Male|Chico|Not Interested|2006-08-30|Construction|?|1936|8|12|20|3|12|0|2|124|1459 days ago
12474|jared83|Public|1983-11-16|Male|Chico|Not Interested|2006-08-27|?|?|4075|19|42|48|0|19|0|5|285|1923 days ago
12475|christinespiva|Public|1986-06-28|Female|?|?|2006-08-28|?|?|2552|15|0|21|0|15|0|1|225|2073 days ago
12476|kbbstab|Public|1983-12-08|Male|Chico|In A Relationship|2006-08-24|Engineering|?|4631|18|3|39|0|27|0|6|270|2074 days ago
12477|kyleengelbert|Public|1983-02-21|Male|Chico|In A Relationship|2006-08-31|Finance|?|2888|15|59|41|0|13|10|1|225|2096 days ago
12478|kjackson|Public|1967-02-05|Female|Redding|Married|2006-08-25|?|?|5405|20|14|52|0|24|2|3|300|2095 days ago
12479|jayscheele|Public|1980-06-21|Male|chico|Not Interested|2006-09-03|Training|?|445|3|0|3|0|9|1|0|45|2163 days ago
12480|melissav|Public|1985-04-19|Female|?|?|2006-08-28|?|?|4261|17|14|39|0|19|1|4|255|2094 days ago
12481|paa7618|Public|1980-07-10|Male|?|?|2006-08-18|?|?|4678|17|22|36|0|13|0|5|255|2106 days ago
12482|mlemcke|Public|1984-11-14|Male|chicone|Not Interested|2006-08-30|?|?|3725|21|9|23|0|10|1|2|315|2097 days ago
12483|sarahkristine|Public|1982-01-10|Female|Chico|In A Relationship|2006-08-24|Marketing|?|3114|13|20|48|0|32|0|5|195|2095 days ago
12484|vabbate|Public|1976-05-13|Male|Chico|Single|2006-08-24|Broadcast - Journali|?|3194|17|23|33|10|13|0|5|255|2009 days ago
12485|shainae|Public|1984-07-25|Female|Chico|Not Interested|2006-08-31|?|?|2361|12|7|18|0|14|0|0|180|1890 days ago
12486|scottbauhs|Public|1986-05-11|Male|chico|Not Interested|2006-08-21|?|?|3302|16|14|27|1|15|0|3|240|2012 days ago
12487|wattzit|Public|1986-05-18|Male|?|?|2006-08-31|?|?|1188|2|0|1|0|4|0|0|30|2159 days ago
12488|tswitkowski|Public|1984-11-18|Male|Chico|Single|2006-09-03|Engineering|?|2863|14|5|13|1|12|0|0|210|1927 days ago
12489|LostInMyMind|Public|1990-03-31|Male|miami|Single|2010-03-22|?|english|77|1|0|1|1|1|0|0|116|1138 days ago
12490|dorkchild|Public|1995-07-28|Not Specified|?|?|2010-01-15|?|?|45|1|0|0|1|1|0|0|117|1184 days ago
12491|nedajHooker22|Public|1993-09-22|Not Specified|?|?|2010-02-20|?|?|47|1|0|1|1|1|0|0|118|841 days ago
12492|AlleyOop|Public|1992-09-30|Female|?|Not Interested|2005-08-28|?|English|8472|16|52|75|7|4|0|1|241|1333 days ago
12493|BladesBlackBlood|Public|1994-08-31|Male|Cameron|In A Relationship|2010-02-17|?|English|43|0|0|0|0|1|0|0|100|1166 days ago
12494|sugarcrystal|Public|1991-04-24|Female|?|?|2005-06-23|?|?|3357|14|2|23|3|3|0|1|210|2318 days ago
12495|kirankelkar|Public|1988-12-19|Not Specified|?|?|2010-02-14|?|?|14|0|0|0|0|1|0|0|101|1168 days ago
12496|cnoble|Public|1972-06-17|Female|?|?|2007-10-24|?|?|963|3|6|0|19|2|1|0|49|1376 days ago
12497|rubberneck|Public|1974-10-01|Male|here|?|2006-07-20|?|?|134|1|1|2|0|2|0|0|15|2209 days ago
12498|MagicMonkey|Public|1989-11-22|Male|?|?|2005-04-29|?|?|1001|4|2|6|0|7|0|0|60|2270 days ago
12499|themanofmoon|Public|1984-07-05|Male|?|?|2005-03-08|?|?|14128|115|142|146|20|10|0|1|1727|1044 days ago
12500|uanderson7|Public|1988-09-30|Female|sydney!|?|2006-07-20|?|?|263|2|0|2|0|1|0|0|30|2213 days ago
12501|nikki32|Public|1993-08-20|Female|?|?|2006-11-28|?|?|755|1|2|0|0|2|0|0|15|2068 days ago
12502|jayell|Public|1980-03-08|Male|?|?|2005-07-14|?|?|1577|9|2|8|0|1|0|0|135|2507 days ago
12503|granny07|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12504|LillyPatch|Public|1985-03-25|Female|?|?|2005-07-14|?|?|456|2|1|3|2|1|3|0|30|2506 days ago
12505|jjchicagoca|Public|1972-01-16|Not Specified|chicago|?|2006-02-18|?|?|1450|2|2|5|10|1|0|0|30|2333 days ago
12506|darlaandchris|Public|1989-03-21|Female|none|?|2006-05-02|Other|?|692|4|7|7|1|1|0|0|60|2242 days ago
12507|cutie050611|Public|1994-05-06|Female|Randolph|Not Interested|2006-07-07|?|?|836|6|3|9|0|2|0|0|90|1882 days ago
12508|wankstabecca|Public|1986-02-10|Female|B-town|Single|2005-07-05|?|?|8556|54|23|52|16|3|0|1|810|2130 days ago
12509|demonstration|Public|1990-08-03|Female|Oxford|?|2006-01-21|?|?|2744|9|25|30|0|2|0|1|135|2215 days ago
12510|xoxoeunice|Public|1990-02-27|Female|?|?|2008-07-20|?|?|213|0|0|0|1|2|0|0|0|1554 days ago
12511|studio4b|Public|1979-06-02|Male|?|?|2008-07-21|?|?|128|1|0|0|0|1|0|0|15|1591 days ago
12512|Insertyournamehere|Public|1989-03-27|Female|Chatham|?|2005-10-05|?|?|1758|4|1|9|0|1|0|0|60|2370 days ago
12513|moeinsis|Public|1991-04-02|Female|I LIVE NO WHERE!|single|2006-05-22|?|?|1442|4|19|17|2|1|0|0|60|1622 days ago
12514|somethingmechanical|Public|1987-02-28|Not Specified|Baltimore|?|2006-02-20|?|?|1753|4|26|13|0|2|0|1|60|2056 days ago
12515|sweetandfunky123|Public|1991-08-15|Not Specified|?|?|2006-01-19|?|?|2213|5|11|22|0|2|0|0|75|2268 days ago
12516|summersun|Public|1960-06-04|Female|Winchester|?|2006-05-29|?|?|1213|4|15|24|0|1|0|0|60|2239 days ago
12517|tay690|Public|1990-09-06|Female|Miami|?|2006-04-25|?|?|576|1|4|5|4|4|0|0|15|1833 days ago
12518|princess5000|Public|1980-01-01|Not Specified|?|?|2005-04-05|?|?|742|3|2|4|0|2|0|0|45|2228 days ago
12519|kiersten|Public|1981-09-02|Female|Carol Stream|Not Interested|2005-06-21|?|?|4490|46|10|10|12|2|0|0|692|1459 days ago
12520|the4567|Public|1994-01-23|Not Specified|?|?|2005-06-09|?|?|911|3|0|0|0|3|0|0|45|2530 days ago
12521|pawclaw|Public|1968-09-12|Female|?|?|2007-08-30|?|?|393|1|3|0|0|1|1|0|15|1888 days ago
12522|50smania|Public|1950-10-10|Female|?|?|2005-07-06|?|?|1759|2|0|4|0|1|0|1|30|2492 days ago
12523|ydden22|Public|1981-12-22|Female|Dubai|Single|2007-04-23|Real Estate|?|669|4|1|2|0|1|0|0|60|1908 days ago
12524|arianagirl19|Public|1985-12-12|Female|?|?|2005-07-02|?|?|1011|1|0|4|0|2|0|1|15|2519 days ago
12525|clementine|Public|1989-01-10|Female|?|?|2005-07-05|?|?|1063|2|0|1|0|1|0|1|30|2517 days ago
12526|lilBlondie|Public|1989-12-01|Female|?|?|2005-05-18|?|?|3005|19|12|22|0|7|1|0|285|1832 days ago
12527|Vegas|Public|1965-03-15|Not Specified|?|?|2005-08-19|?|?|6607|39|6|47|0|2|0|0|585|2477 days ago
12528|Gr8ful1|Public|1961-05-26|Female|?|?|2005-06-18|?|?|1308|3|1|6|1|1|0|2|45|2480 days ago
12529|dirtylittlesecrets|Public|1989-03-15|Female|leadwood|?|2005-07-27|?|?|5479|20|3|5|1|1|0|0|301|1095 days ago
12530|KeithD|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12531|nodrugs4me|Public|1980-01-01|Not Specified|?|?|2005-04-15|?|?|1807|7|12|8|0|1|0|0|105|2534 days ago
12532|Tyanna|Public|1991-03-09|Female|?|?|2005-03-27|?|?|783|2|0|1|0|2|0|0|30|2597 days ago
12533|Robin|Public|1962-04-02|Not Specified|?|?|2005-04-08|?|?|374|1|0|0|0|1|0|0|15|2587 days ago
12534|mijenki|Public|1980-10-07|Male|?|?|2005-10-13|?|?|4052|32|4|9|0|1|0|0|480|2419 days ago
12535|tabularasa3|Public|1990-03-26|Female|Somewhere Only We Know|Not Interested|2007-06-04|?|?|873|4|0|1|0|1|0|0|60|1957 days ago
12536|soleil|Public|1970-12-17|Female|Barcelona|?|2006-05-21|?|?|2656|10|1|0|0|1|1|0|150|2261 days ago
12537|kaybee10|Public|1947-03-09|Female|Somewhere|Not Interested|2006-06-12|?|?|4304|22|81|81|0|2|0|0|330|2104 days ago
12538|firecat|Public|1984-12-21|Male|?|?|2005-07-23|?|?|100|0|1|0|0|1|1|0|0|2496 days ago
12539|blogvilleviews|Public|1955-11-11|Not Specified|?|?|2005-09-01|?|?|2826|23|11|14|0|1|0|0|345|2436 days ago
12540|hershgal|Public|1981-06-09|Female|New York|Not Interested|2006-08-07|Entertainment|?|2677|5|1|5|6|3|1|1|75|2180 days ago
12541|tabby|Public|1983-10-25|Female|?|?|2005-06-23|?|?|3838|18|55|41|0|3|0|0|270|2456 days ago
12542|denisesworld|Public|1983-07-21|Female|?|?|2005-05-29|?|?|908|3|0|3|0|1|0|0|46|777 days ago
12543|ZanderInEU|Public|1981-06-27|Male|?|?|2005-04-13|?|?|2161|9|0|3|15|1|0|0|135|2555 days ago
12544|KayGee|Public|1943-07-27|Female|?|?|2005-09-02|?|?|1501|2|5|8|2|1|1|0|30|2361 days ago
12545|jeanbarbe|Public|1948-07-19|Male|Sea Cliff, Long Island,|In A Relationship|2006-07-31|Entertainment|?|4933|24|6|19|27|5|4|1|360|1970 days ago
12546|mooooo|Public|1940-10-26|Female|?|?|2006-07-11|?|?|664|0|7|0|0|1|0|0|0|2220 days ago
12547|yotapditya|Public|1982-01-08|Male|Bandung|Single|2007-03-16|?|?|3942|11|0|0|0|1|0|0|165|2008 days ago
12548|reecy1950|Public|1950-02-05|Female|?|?|2006-09-20|?|?|446|0|4|0|0|1|1|0|0|2147 days ago
12549|irishgreeneyes|Public|1971-09-28|Female|Vicco|?|2006-07-13|?|?|224|0|4|0|0|2|0|0|0|2144 days ago
12550|FuzzyKitty|Public|1963-07-17|Female|?|?|2005-07-19|?|?|684|2|0|3|3|1|0|0|30|2505 days ago
12551|daysrnumbered|Public|1966-09-22|Female|Myrtle Beach|?|2006-01-24|?|?|385|1|4|1|0|1|0|0|15|2354 days ago
12552|adogslife|Public|1965-12-03|Male|Nagoya|Not Interested|2005-03-29|Education|?|8547|49|17|29|61|3|1|0|735|1550 days ago
12553|pras|Public|1976-07-15|Male|Princeton|?|2005-04-25|Research|?|735|2|0|1|1|1|0|0|30|1953 days ago
12554|nadacaca|Public|1955-05-11|Female|Greeley|Not Interested|2007-02-10|?|?|247|0|5|0|0|1|0|0|0|2012 days ago
12555|BigSis|Public|1978-02-18|Not Specified|?|?|2005-10-02|?|?|1537|7|6|28|0|1|0|1|105|2192 days ago
12556|jsusalla2|Public|1983-05-23|Female|new windsor|?|2005-07-11|?|?|7566|32|4|17|1|6|0|0|481|870 days ago
12557|phydeaux|Public|1974-04-10|Male|?|?|2006-05-12|?|?|1126|2|11|1|0|1|0|0|30|2236 days ago
12558|malodrin|Public|1988-09-30|Not Specified|flagstaff|?|2005-12-13|?|?|1697|9|0|23|10|2|0|0|135|2315 days ago
12559|horseman|Public|1954-03-10|Male|Eureka|?|2005-09-09|?|?|4835|16|7|23|2|2|0|0|241|1423 days ago
12560|myforbiddenmind|Public|1975-01-04|Female|na|?|2005-07-10|Entertainment|?|3455|19|27|40|0|1|0|0|285|2075 days ago
12561|snglmum82|Public|1982-09-30|Female|Franklin|In A Relationship|2006-03-12|Other|?|1932|4|10|10|2|1|0|0|61|1445 days ago
12562|halfsquared|Public|1986-05-25|Male|Davis|In A Relationship|2007-10-14|?|?|843|3|0|0|0|1|0|0|45|1851 days ago
12563|grosst|Public|1977-01-27|Male|?|?|2007-04-28|?|?|838|1|0|1|0|1|0|0|15|1987 days ago
12564|staceyw|Public|1972-02-07|Female|not available|Not Interested|2006-08-30|?|?|470|2|10|2|0|1|0|0|30|2026 days ago
12565|sugarpink|Public|1989-01-28|Female|?|?|2007-03-08|?|?|268|1|0|1|0|1|0|0|15|2027 days ago
12566|pradalover55|Public|1993-03-17|Female|Beverly Hills|Not Interested|2007-04-26|?|?|1994|1|2|4|0|2|1|0|15|1988 days ago
12567|StevieC|Public|1980-01-01|Not Specified|?|?|2005-09-23|?|?|3193|14|21|28|0|2|1|1|210|2432 days ago
12568|maryblake|Public|1962-04-11|Female|Norwich|Married|2006-12-06|?|?|488|2|0|1|1|1|0|0|30|2101 days ago
12569|youngauthor|Public|1986-11-07|Male|Port Orchard|?|2005-04-19|?|?|10774|83|3|24|64|4|0|1|1245|2026 days ago
12570|supermike2|Public|1986-07-29|Male|?|?|2005-05-07|?|?|2983|9|0|2|3|3|0|1|135|2546 days ago
12571|grizzledgeezer|Public|1943-10-12|Male|spirit lake|Single|2006-07-11|Other|?|3990|18|25|38|10|1|0|0|270|2087 days ago
12572|theoc|Public|1976-08-05|Not Specified|?|?|2005-02-21|?|?|4571|6|1|2|6|3|0|3|90|2604 days ago
12573|mentalist|Public|1968-10-30|Female|?|?|2005-10-14|?|?|476|1|0|4|0|1|0|0|15|2436 days ago
12574|ReaperMan|Public|1986-05-24|Male|Cardiff|Not Interested|2005-05-04|Education|?|11080|48|41|39|2|9|5|2|721|1158 days ago
12575|DancingwithFred|Public|1981-09-26|Female|G-ville|?|2005-05-11|?|?|5781|70|20|27|7|5|0|1|1050|2075 days ago
12576|lizastwinblogstercom|Public|1954-09-10|Female|?|?|2005-09-23|?|?|473|2|7|8|4|1|0|1|30|2417 days ago
12577|hornytoad|Public|1958-02-14|Male|?|?|2005-08-09|?|?|292|2|1|5|0|1|0|0|30|2488 days ago
12578|icequeen247|Public|1987-09-19|Not Specified|?|?|2005-09-19|?|?|738|1|0|1|0|1|0|0|15|2454 days ago
12579|caddyman|Public|1994-02-14|Not Specified|?|?|2012-02-03|?|?|110|4|0|1|2|4|0|0|164|571 days ago
12580|lucyslittlelife|Public|1993-02-07|Female|?|?|2008-06-29|?|?|934|2|0|3|0|1|0|0|30|1639 days ago
12581|HOUSEOFWENG|Public|1980-01-01|Not Specified|?|?|2005-02-15|?|?|1831|5|0|2|3|1|0|0|75|2455 days ago
12582|sweetangellei|Public|1972-09-29|Female|Bronx|In A Relationship|2006-09-17|?|?|431|5|1|5|0|2|0|1|75|2143 days ago
12583|brianmulroney|Public|1939-03-20|Not Specified|?|?|2012-02-03|?|?|57|3|0|0|0|2|0|0|148|571 days ago
12584|pissedACchef|Public|1964-12-11|Male|?|?|2005-07-08|?|?|3362|25|3|25|4|1|0|0|375|2230 days ago
12585|angelicwords|Public|1990-04-06|Female|Phoenix|?|2006-02-06|?|?|1329|0|13|0|0|2|1|1|0|1591 days ago
12586|boredinPA|Public|1976-05-17|Female|?|?|2005-09-02|?|?|4728|22|3|7|0|1|0|0|330|1863 days ago
12587|cybertooth|Public|1969-08-21|Not Specified|?|?|2005-04-11|?|?|2431|11|14|3|0|2|1|0|165|2390 days ago
12588|serialmom|Public|1971-02-23|Female|hinsdale|?|2005-12-12|Telecommunications|?|2244|9|0|8|1|1|0|0|135|2331 days ago
12589|coastalliving|Public|1974-09-16|Female|?|?|2005-04-17|?|?|2926|26|15|18|0|2|2|0|391|1436 days ago
12590|musicxismylover|Public|1992-09-09|Female|No Way Stalkers|?|2006-04-05|?|?|711|4|3|2|0|1|0|0|60|2296 days ago
12591|lonelybaka|Public|1991-06-18|Female|Sharjah|Single|2006-09-06|?|?|539|5|0|1|15|1|0|0|75|1956 days ago
12592|hottbubblygirl|Public|1992-06-03|Female|?|single|2008-02-24|design|?|352|1|2|1|1|1|0|0|15|1741 days ago
12593|mudpuppy|Public|1946-07-21|Male|Twin Cities|Prefer Not To Say|2006-11-26|Publishing|?|89|0|1|0|1|1|1|0|0|2109 days ago
12594|jeskatie|Public|1991-12-27|Female|?|?|2006-03-27|?|?|450|1|0|0|0|1|0|0|15|2304 days ago
12595|sacredprofainities|Public|1969-02-07|Female|suffragette City|Not Interested|2005-04-13|?|?|1850|7|0|7|6|1|0|0|105|1672 days ago
12596|gracie-grace|Public|1993-11-08|Female|?|single|2008-06-29|?|?|238|1|0|0|0|1|0|0|15|1640 days ago
12597|galaxigal14|Public|1986-10-18|Female|United States|Not Interested|2005-04-04|?|?|9797|0|23|0|0|5|0|0|0|1755 days ago
12598|Whisperingangelsart|Public|1980-01-01|Not Specified|?|?|2005-03-31|?|?|5222|39|8|9|11|1|0|0|585|2422 days ago
12599|insomnia|Public|1951-04-15|Female|?|?|2005-03-29|?|?|1811|7|5|9|0|2|0|0|105|2593 days ago
12600|brixius|Public|1990-09-08|Male|?|?|2006-11-06|?|?|1099|3|2|4|0|4|0|0|45|2103 days ago
12601|lindew|Public|1956-07-08|Female|?|?|2005-03-07|?|?|1824|14|1|1|0|1|0|0|210|2576 days ago
12602|ordinsky|Public|1972-12-27|Male|?|?|2005-05-02|?|?|862|6|7|14|0|1|0|1|90|2375 days ago
12603|sydvicious|Public|1985-01-11|Female|?|?|2005-06-08|?|?|7579|45|29|66|28|1|0|1|675|2399 days ago
12604|hopelessness|Public|1968-10-04|Male|?|?|2005-03-24|?|?|2097|9|0|4|0|1|0|0|135|2576 days ago
12605|PeaceSeeker|Public|1980-09-04|Female|?|?|2005-03-31|?|?|3391|8|4|8|2|2|0|0|120|2566 days ago
12606|Medicmark|Public|1955-12-22|Male|?|?|2005-03-13|?|?|7634|36|9|15|2|4|0|0|540|2346 days ago
12607|dinzee|Public|1959-04-07|Not Specified|?|?|2005-03-23|?|?|2020|4|0|0|0|1|0|0|60|2584 days ago
12608|sweetserendipity|Public|1961-01-27|Female|thunder|Not Interested|2006-11-06|?|?|1283|3|8|19|0|5|0|0|45|1918 days ago
12609|retired|Public|1921-05-07|Not Specified|?|?|2005-03-23|?|?|1064|1|0|7|0|1|0|0|15|2600 days ago
12610|Steph3131982|Public|1982-03-13|Female|?|?|2005-04-01|?|?|10419|61|79|87|25|12|0|2|915|2475 days ago
12611|truspite|Public|1963-08-01|Male|?|?|2005-03-22|?|?|2324|9|13|13|0|1|0|0|135|2574 days ago
12612|politcalmastermind|Public|1980-01-01|Not Specified|?|?|2005-03-24|?|?|2957|7|1|42|7|1|0|0|105|2598 days ago
12613|Armando148|Public|1981-10-27|Male|?|?|2005-03-21|?|?|1566|3|6|8|0|1|0|0|45|2560 days ago
12614|backdoor|Public|1971-01-07|Not Specified|?|?|2005-03-25|?|?|1167|2|6|6|0|1|0|0|30|2424 days ago
12615|Gangsta|Public|1985-01-10|Male|?|?|2005-03-30|?|?|3540|20|52|13|3|4|0|0|300|2386 days ago
12616|spazz|Public|1990-03-19|Male|?|?|2005-03-15|?|?|2586|11|3|8|0|3|0|2|165|2571 days ago
12617|greengal|Public|1975-06-03|Female|sydney|?|2005-10-04|?|?|7180|53|15|29|1|1|2|1|795|2269 days ago
12618|ShadowfaxShay|Public|1981-09-26|Not Specified|Glennville|?|2005-04-26|?|?|11003|191|65|60|21|6|1|0|2865|1873 days ago
12619|emperorx|Public|1986-06-19|Male|jalandhar|?|2006-05-01|?|?|602|2|6|5|0|1|0|0|30|2268 days ago
12620|justme|Public|1981-01-03|Female|?|?|2005-03-09|?|?|4471|30|1|11|0|1|0|0|454|1035 days ago
12621|jgtrev|Public|1980-01-13|Male|?|?|2005-03-23|?|?|758|1|0|0|0|1|0|0|15|2599 days ago
12622|formyboys|Public|1973-11-19|Female|?|?|2005-03-13|?|?|370|2|0|1|0|1|0|0|30|2607 days ago
12623|colleenmichelle|Public|?|Female|?|?|2010-02-01|?|?|17|0|0|0|0|1|0|0|100|1179 days ago
12624|dpaul641988|Public|1988-06-04|Male|?|?|2010-01-29|?|?|1564|17|1|25|0|1|0|1|379|1093 days ago
12625|roshen|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12626|ilovepuppys|Public|1969-03-27|Female|Malibu|Not Interested|2007-04-07|?|?|706|5|9|7|0|1|0|0|75|1984 days ago
12627|ahankaari|Public|1988-02-01|Male|?|?|2006-05-03|?|?|662|0|1|0|0|1|0|0|0|2274 days ago
12628|nostradamus|Public|1985-10-19|Male|Köln|Not Interested|2007-02-14|?|?|245|2|0|3|0|1|0|0|30|1997 days ago
12629|vknitw|Public|1989-08-17|Male|?|?|2007-05-18|?|?|193|1|0|0|1|1|0|0|15|1940 days ago
12630|pakua42|Public|1958-11-07|Male|Boynton Beach|?|2006-04-23|?|?|1516|5|10|10|0|1|0|0|77|1403 days ago
12631|RENNELLLJOHNSONSRCOM|Public|1980-01-01|Not Specified|?|?|2005-04-06|?|?|2791|4|3|12|0|1|0|0|60|2588 days ago
12632|prayersforzoie|Public|1973-02-03|Not Specified|?|?|2011-05-30|?|?|608|3|2|9|1|1|0|1|149|788 days ago
12633|myster123|Public|?|Female|?|?|2011-07-01|?|?|14|1|0|0|1|2|0|0|115|766 days ago
12634|vachick|Public|1989-02-28|Female|?|?|2007-05-08|?|?|241|1|0|1|0|1|0|0|15|1979 days ago
12635|starcrossed|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12636|mylifeafter40|Public|1961-06-04|Female|?|?|2005-04-28|?|?|1605|6|8|8|10|1|0|0|90|2548 days ago
12637|nickyotoriousn|Public|1993-05-02|Female|In Your Basement|Complicated|2010-12-28|?|English|23|0|0|0|1|1|0|0|100|915 days ago
12638|princessp|Public|1967-10-06|Female|?|?|2007-06-13|?|?|280|0|2|0|0|1|0|0|0|1905 days ago
12639|smigeltoe|Public|1980-01-01|Not Specified|?|?|2005-03-08|?|?|13334|96|7|21|27|5|0|0|1440|2540 days ago
12640|denthorjr|Public|1982-06-07|Male|?|?|2005-05-03|?|?|4750|13|3|17|6|6|1|0|195|2474 days ago
12641|brighterdays|Public|1979-06-03|Female|Corinth|?|2006-02-08|?|?|586|3|2|3|0|1|0|0|45|2314 days ago
12642|someonelisten|Public|1991-01-09|Female|?|?|2005-05-31|?|?|1285|1|1|2|0|1|0|1|15|2536 days ago
12643|jeremyowen|Public|1971-07-27|Not Specified|?|?|2005-03-29|?|?|2036|8|0|6|0|1|0|0|120|2586 days ago
12644|mandyslover03|Public|1992-01-03|Male|?|?|2005-05-28|?|?|3829|21|24|38|0|6|0|1|315|2510 days ago
12645|pattispurpose|Public|1956-06-28|Female|?|?|2005-03-25|?|?|1216|4|1|4|0|1|0|0|60|2598 days ago
12646|IHateYouAll|Public|1992-03-26|Female|?|?|2005-05-30|?|?|4402|36|100|59|37|9|0|0|540|2453 days ago
12647|Boycrazy10|Public|1991-08-05|Female|?|?|2005-04-20|?|?|5466|35|22|73|0|1|0|1|525|2488 days ago
12648|nicksgirl13|Public|1989-12-08|Female|?|?|2005-05-25|?|?|3872|35|23|46|0|14|0|0|525|2509 days ago
12649|thisismylifex0x|Public|1990-09-06|Male|?|?|2005-06-20|?|?|324|1|0|0|1|7|0|0|15|2528 days ago
12650|SmartChicka|Public|1993-05-06|Female|?|?|2005-06-26|?|?|3299|13|8|27|0|5|0|0|195|2466 days ago
12651|xavierking|Public|1991-07-20|Male|boston|In A Relationship|2006-09-28|?|?|2420|15|0|5|3|2|0|0|225|2018 days ago
12652|UNDrox90|Public|1992-01-18|Female|?|?|2005-07-08|?|?|4715|86|67|78|5|12|0|0|1290|2476 days ago
12653|wut2do|Public|1991-08-05|Female|?|?|2005-05-30|?|?|3039|18|20|57|9|12|0|0|270|2489 days ago
12654|kathnoir12483|Public|1983-01-24|Female|?|?|2005-04-09|?|?|320|2|0|0|13|2|2|0|30|2579 days ago
12655|hiddensoul|Public|1981-02-23|Female|?|?|2005-10-02|?|?|3129|22|2|12|0|2|2|0|330|2432 days ago
12656|kidswithscissors|Public|1966-01-29|Female|?|?|2005-04-02|?|?|3296|18|5|18|2|2|0|1|270|2544 days ago
